Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","23.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","%","22.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2022","2022","%","22.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2013","2013","%","1.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2014","2014","%","1.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2015","2015","%","1.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2016","2016","%","1.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2017","2017","%","1.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2018","2018","%","1.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2019","2019","%","1.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2020","2020","%","1.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2021","2021","%","2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2022","2022","%","2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2013","2013","%","11.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2014","2014","%","11.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2015","2015","%","12.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2016","2016","%","12.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2013","2013","%","44.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2014","2014","%","44.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2015","2015","%","44.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2016","2016","%","43.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2017","2017","%","43.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2018","2018","%","43.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2019","2019","%","43.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2015","2015","%","41.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2018","2018","%","40.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2020","2020","%","40.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","5.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","5.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","5.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","6.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","6.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","5.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","6.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","6.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","6.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","5.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","5.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","6.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","6.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","8.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","9.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","10.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","4.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","4.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","5.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","5.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","6.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","7.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","9.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","5.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","6.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","7.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","7.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","10.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","10.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","11.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","%","8.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","%","8.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","%","8.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","%","8.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","%","8.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","8.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","%","8.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","8.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","%","8.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2022","2022","%","8.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2013","2013","%","7.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2014","2014","%","7.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2015","2015","%","7.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2016","2016","%","7.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2017","2017","%","7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2018","2018","%","6.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2019","2019","%","6.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2020","2020","%","6.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2021","2021","%","6.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2022","2022","%","6.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2013","2013","%","9.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2014","2014","%","10.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2015","2015","%","10.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2016","2016","%","10.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2013","2013","%","19.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2014","2014","%","20.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2015","2015","%","20.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2016","2016","%","21.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2017","2017","%","22","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2018","2018","%","22.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2019","2019","%","23.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21049","Prevalence of low birthweight (percent)","2013","2013","%","19","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21049","Prevalence of low birthweight (percent)","2014","2014","%","19","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21049","Prevalence of low birthweight (percent)","2015","2015","%","18.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21049","Prevalence of low birthweight (percent)","2016","2016","%","18.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21049","Prevalence of low birthweight (percent)","2017","2017","%","18.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21049","Prevalence of low birthweight (percent)","2018","2018","%","18.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21049","Prevalence of low birthweight (percent)","2019","2019","%","18.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","21049","Prevalence of low birthweight (percent)","2020","2020","%","18.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","4","E","Estimated value",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","4","E","Estimated value",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","3.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","3.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","3.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","3.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","2.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","3.6","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","3.3","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","3.3","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","3.7","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","3.9","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","3.7","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","3.6","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","3.2","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","2.9","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","2.9","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","3.3","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","3.4","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","3.1","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","2.8","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","3.9","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","3.7","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","3.8","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","4","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","4.4","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","4.3","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","4.3","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2015","2015","%","1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2016","2016","%","2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2019","2019","%","1.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2020","2020","%","1.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2021","2021","%","1.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2022","2022","%","1.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","%","13","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","%","12.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","%","12.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","%","12.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","%","12.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","12.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","%","12.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","12.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","%","12.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2022","2022","%","12.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2013","2013","%","6.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2014","2014","%","6.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2015","2015","%","6.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2016","2016","%","6.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2017","2017","%","6.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2018","2018","%","6.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2019","2019","%","6.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2020","2020","%","6.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2021","2021","%","6.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2022","2022","%","6.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2013","2013","%","27.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2014","2014","%","27.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2015","2015","%","28.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2016","2016","%","28.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2013","2013","%","15.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2014","2014","%","15.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2015","2015","%","15.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2016","2016","%","15","X","Figure from international organizations",""
